, CC, D, E, I, L, LOC, N, N1, N2, T, V, V*, mu, mu1, mu1', mu2, mu2',AvgShortestPath,Betweenness,Closeness,Eccentricity,FanIn,FanOut,IsIsolated,Katz,Name
618, 57, 158.363, 476990, 0.0300252, 0.00631459, 447, 753, 226, 527, 26499.5, 3012, 4.75489, 16, 3, 1, 13, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSComputeVectors_Power
619, 238, 872.786, 2.35716e+07, 0.00544794, 0.00114576, 2287, 4150, 1203, 2947, 1.30954e+06, 27007.3, 4.75489, 91, 6, 1, 85, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSComputeVectors_Schur
620, 50, 117.563, 208321, 0.0404454, 0.00850606, 328, 559, 172, 387, 11573.4, 1771.99, 4.75489, 9, 2, 1, 7, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSComputeVectors_Slice
621, 138, 335.444, 2.35004e+06, 0.0141749, 0.00298112, 634, 1595, 483, 1112, 130558, 7005.75, 4.75489, 21, 3, 1, 18, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSComputeVectors_Twosided
622, 129, 282.446, 1.48198e+06, 0.0168347, 0.0035405, 579, 1343, 411, 932, 82332.4, 5246.95, 4.75489, 15, 5, 1, 10, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSComputeVectors_XD
623, 44, 18.125, 20380.8, 1.32414, 0.0551724, 188, 435, 136, 299, 1132.27, 1124.46, 24, 6, 0, 1, 6, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSConvergedAbsolute
624, 44, 18.75, 23687.1, 1.28, 0.0533333, 265, 450, 141, 309, 1315.95, 1263.31, 24, 7, 0, 1, 7, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSConvergedNorm
625, 89, 153.25, 903227, 0.0522023, 0.00652529, 1230, 1226, 345, 881, 50179.3, 5893.82, 8, 28, 4, 1, 24, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSConvergedReasonView
626, 133, 304.739, 1.80489e+06, 0.0156031, 0.0032815, 774, 1449, 443, 1006, 100272, 5922.73, 4.75489, 17, 2, 1, 15, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSConvergedReasonViewFromOptions
627, 44, 18.5, 24642, 1.2973, 0.0540541, 243, 444, 139, 305, 1369, 1332, 24, 8, 1, 1, 7, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSConvergedRelative
628, 49, 96.125, 234321, 0.083225, 0.0104031, 2577, 769, 239, 530, 13017.8, 2437.67, 8, 9, 2, 1, 7, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate
629, 140, 96.9711, 596134, 0.159942, 0.0103124, 1255, 1504, 464, 1040, 33118.6, 6147.54, 15.5098, 17, 0, 1, 17, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreateShift
630, 47, 115.67, 164452, 0.0411072, 0.00864525, 10194, 550, 169, 381, 9136.23, 1421.73, 4.75489, 6, 0, 1, 6, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_Arnoldi
631, 59, 212.623, 913144, 0.022363, 0.00470315, 64538, 1011, 295, 716, 50730.2, 4294.65, 4.75489, 19, 1, 1, 18, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_CISS
632, 57, 194.537, 719786, 0.0244421, 0.00514042, 19242, 925, 271, 654, 39988.1, 3700, 4.75489, 16, 0, 1, 16, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_GD
633, 59, 208.838, 864742, 0.0227683, 0.00478841, 23287, 993, 289, 704, 48041.2, 4140.74, 4.75489, 18, 0, 1, 18, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_JD
634, 63, 235.337, 1.17436e+06, 0.0202046, 0.00424923, 64756, 1119, 322, 797, 65241.9, 4990.1, 4.75489, 22, 0, 1, 22, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_KrylovSchur
635, 44, 93.1673, 0, 0.051036, 0.0107334, 7663, 443, 140, 303, 0, 0, 4.75489, 1, 0, 1, 1, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_LAPACK
636, 51, 145.534, 334551, 0.0326719, 0.00687122, 27073, 692, 207, 485, 18586.2, 2298.77, 4.75489, 10, 0, 1, 10, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_LOBPCG
637, 47, 117.353, 169271, 0.0405178, 0.0085213, 31257, 558, 172, 386, 9403.94, 1442.41, 4.75489, 6, 0, 1, 6, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_Lanczos
638, 49, 131.233, 245669, 0.0362323, 0.00762001, 30080, 624, 189, 435, 13648.3, 1872, 4.75489, 8, 0, 1, 8, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_LyapII
639, 53, 160.466, 438928, 0.0296317, 0.00623183, 46460, 763, 226, 537, 24384.9, 2735.33, 4.75489, 12, 0, 1, 12, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_Power
640, 47, 116.932, 168060, 0.0406636, 0.00855196, 15995, 556, 171, 385, 9336.65, 1437.24, 4.75489, 6, 0, 1, 6, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_RQCG
641, 44, 93.7982, 0, 0.0506927, 0.0106612, 10553, 446, 141, 305, 0, 0, 4.75489, 1, 0, 1, 1, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSCreate_Subspace
642, 45, 58.25, 63027.6, 0.137339, 0.0171674, 7427, 466, 146, 320, 3501.53, 1082.02, 8, 5, 0, 1, 5, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDavidsonFLAdd
643, 47, 62.375, 80457.3, 0.128257, 0.0160321, 7677, 499, 155, 344, 4469.85, 1289.9, 8, 6, 0, 1, 6, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDavidsonFLCall
644, 49, 113.778, 172803, 0.041791, 0.00878907, 7957, 541, 169, 372, 9600.17, 1518.78, 4.75489, 7, 1, 1, 6, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDavidsonFLDestroy
645, 200, 199.549, 8.35842e+06, 0.142969, 0.0050113, 3537, 5693, 1621, 4072, 464357, 41886.5, 28.5293, 164, 16, 1, 148, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDelayedArnoldi
646, 88, 72.8724, 846131, 0.391497, 0.0137226, 1365, 2079, 616, 1463, 47007.3, 11611.1, 28.5293, 48, 0, 1, 48, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDelayedArnoldi1
647, 232, 586.765, 7.95287e+06, 0.00810357, 0.00170426, 1290, 2790, 857, 1933, 441826, 13553.8, 4.75489, 29, 9, 1, 20, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy
648, 48, 113.357, 157940, 0.0419461, 0.00882168, 360, 539, 165, 374, 8774.43, 1393.29, 4.75489, 6, 1, 1, 5, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy_Arnoldi
649, 61, 209.048, 898070, 0.0227454, 0.00478359, 1601, 994, 287, 707, 49892.8, 4296, 4.75489, 20, 1, 1, 19, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy_CISS
650, 58, 184.862, 649976, 0.0257212, 0.00540943, 1318, 879, 255, 624, 36109.8, 3516, 4.75489, 16, 1, 1, 15, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy_GD
651, 60, 199.163, 786480, 0.0238743, 0.005021, 1504, 947, 273, 674, 43693.4, 3948.92, 4.75489, 18, 1, 1, 17, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy_JD
652, 69, 250.479, 1.41848e+06, 0.0189832, 0.00399235, 2282, 1191, 340, 851, 78804.5, 5663.07, 4.75489, 27, 2, 1, 25, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy_KrylovSchur
653, 146, 389.494, 3.9142e+06, 0.0122079, 0.00256743, 889, 1852, 561, 1291, 217455, 10049.4, 4.75489, 43, 6, 1, 37, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy_KrylovSchur_Slice
654, 52, 141.959, 318315, 0.0334947, 0.00704428, 753, 675, 201, 474, 17684.2, 2242.3, 4.75489, 10, 1, 1, 9, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy_LOBPCG
655, 48, 113.357, 157940, 0.0419461, 0.00882168, 362, 539, 165, 374, 8774.43, 1393.29, 4.75489, 6, 1, 1, 5, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy_Lanczos
656, 52, 141.959, 343520, 0.0334947, 0.00704428, 679, 675, 203, 472, 19084.4, 2419.85, 4.75489, 12, 2, 1, 10, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy_LyapII
657, 57, 170.561, 540422, 0.0278779, 0.00586299, 1067, 811, 239, 572, 30023.4, 3168.49, 4.75489, 15, 1, 1, 14, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy_Power
658, 48, 113.357, 157940, 0.0419461, 0.00882168, 347, 539, 165, 374, 8774.43, 1393.29, 4.75489, 6, 1, 1, 5, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSDestroy_RQCG
659, 155, 162.279, 1.41978e+06, 0.0715413, 0.00616223, 1209, 1884, 538, 1346, 78876.8, 8749.03, 11.6096, 25, 4, 1, 21, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSErrorView
660, 153, 436.393, 4.56778e+06, 0.0108959, 0.00229151, 1647, 2075, 617, 1458, 253765, 10467.1, 4.75489, 33, 0, 1, 33, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSErrorViewFromOptions
661, 403, 383.302, 9.01528e+06, 0.0302885, 0.00260891, 1669, 4450, 1349, 3101, 500849, 23520, 11.6096, 39, 1, 1, 38, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSErrorView_ASCII
662, 153, 156.594, 1.4104e+06, 0.0741385, 0.00638594, 1514, 1818, 534, 1284, 78355.5, 9006.73, 11.6096, 31, 2, 1, 29, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSErrorView_DETAIL
663, 52, 58.7443, 156524, 0.19763, 0.0170229, 617, 682, 204, 478, 8695.78, 2664.5, 11.6096, 15, 1, 1, 14, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSErrorView_MATLAB
664, 249, 601.697, 6.88582e+06, 0.00790247, 0.00166197, 1595, 2861, 890, 1971, 382545, 11444, 4.75489, 16, 0, 1, 16, 1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSExtractShift
665, 48, 284.5, 418455, 0.00702988, 0.00351494, 519, 569, 177, 392, 23247.5, 1470.84, 2, 6, 1, 1, 5, 0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSFinalizePackage
666, 56, 98.375, 245419, 0.0813215, 0.0101652, 301, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDGetBOrth
667, 56, 98.375, 245419, 0.0813215, 0.0101652, 318, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDGetBlockSize
668, 56, 98.375, 245419, 0.0813215, 0.0101652, 333, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDGetDoubleExpansion
669, 44, 53.875, 36803, 0.148492, 0.0185615, 211, 431, 136, 295, 2044.61, 683.119, 8, 3, 0, 1, 3, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDGetDoubleExpansion_GD
670, 56, 98.375, 245419, 0.0813215, 0.0101652, 328, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDGetInitialSize
671, 56, 98.375, 245419, 0.0813215, 0.0101652, 331, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDGetKrylovStart
672, 54, 63.654, 156265, 0.182387, 0.0157099, 299, 739, 208, 531, 8681.36, 2454.9, 11.6096, 10, 0, 1, 10, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDGetRestart
673, 61, 130.25, 672386, 0.0614203, 0.00767754, 313, 1042, 296, 746, 37354.8, 5162.27, 8, 31, 0, 1, 31, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDSetBOrth
674, 61, 130.25, 672386, 0.0614203, 0.00767754, 330, 1042, 296, 746, 37354.8, 5162.27, 8, 31, 0, 1, 31, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDSetBlockSize
675, 61, 130.25, 672386, 0.0614203, 0.00767754, 345, 1042, 296, 746, 37354.8, 5162.27, 8, 31, 0, 1, 31, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDSetDoubleExpansion
676, 44, 53.625, 36462.3, 0.149184, 0.018648, 209, 429, 135, 294, 2025.68, 679.949, 8, 3, 0, 1, 3, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDSetDoubleExpansion_GD
677, 61, 130.25, 672386, 0.0614203, 0.00767754, 340, 1042, 296, 746, 37354.8, 5162.27, 8, 31, 0, 1, 31, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDSetInitialSize
678, 61, 130.25, 701665, 0.0614203, 0.00767754, 343, 1042, 296, 746, 38981.4, 5387.06, 8, 36, 5, 1, 31, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDSetKrylovStart
679, 68, 118.264, 934457, 0.0981673, 0.00845567, 388, 1373, 388, 985, 51914.3, 7901.46, 11.6096, 54, 0, 1, 54, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGDSetRestart
680, 61, 92.2509, 514698, 0.125849, 0.01084, 953, 1071, 315, 756, 28594.3, 5579.32, 11.6096, 37, 7, 1, 30, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetArbitraryValues
681, 60, 113.75, 371088, 0.0703297, 0.00879121, 577, 910, 256, 654, 20616, 3262.32, 8, 12, 1, 1, 11, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetBV
682, 52, 39.33, 47982.6, 0.394349, 0.0254259, 302, 610, 178, 432, 2665.7, 1220, 15.5098, 4, 0, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetBalance
683, 52, 82.375, 54285.1, 0.0971168, 0.0121396, 234, 659, 184, 475, 3015.84, 659, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetConverged
684, 52, 82.375, 54285.1, 0.0971168, 0.0121396, 254, 659, 184, 475, 3015.84, 659, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetConvergedReason
685, 51, 79.25, 50244.5, 0.100946, 0.0126183, 207, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetConvergenceTest
686, 60, 113.75, 371088, 0.0703297, 0.00879121, 586, 910, 256, 654, 20616, 3262.32, 8, 12, 1, 1, 11, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetDS
687, 52, 39.33, 47982.6, 0.394349, 0.0254259, 264, 610, 178, 432, 2665.7, 1220, 15.5098, 4, 0, 1, 4, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetDimensions
688, 64, 45.375, 259318, 0.528926, 0.0220386, 680, 1089, 301, 788, 14406.5, 5714.99, 24, 38, 6, 1, 32, 6,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetEigenpair
689, 54, 43.4565, 68008.5, 0.356904, 0.0230115, 673, 674, 190, 484, 3778.25, 1564.98, 15.5098, 5, 0, 1, 5, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetEigenvalue
690, 95, 130.369, 1.5571e+06, 0.118968, 0.00767051, 853, 2022, 512, 1510, 86505.4, 11943.7, 15.5098, 60, 2, 1, 58, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetEigenvector
691, 54, 59.3472, 64809.5, 0.195622, 0.01685, 392, 689, 191, 498, 3600.53, 1092.04, 11.6096, 3, 0, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetErrorEstimate
692, 51, 79.25, 50244.5, 0.100946, 0.0126183, 214, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetExtraction
693, 51, 51.5951, 48984, 0.225015, 0.0193817, 230, 599, 174, 425, 2721.33, 949.393, 11.6096, 3, 0, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetInterval
694, 90, 215.125, 1.88353e+06, 0.0371877, 0.00464846, 1226, 1721, 470, 1251, 104641, 8755.52, 8, 34, 4, 1, 30, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetInvariantSubspace
695, 51, 79.25, 50244.5, 0.100946, 0.0126183, 207, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetIterationNumber
696, 96, 130.692, 1.55185e+06, 0.118674, 0.00765159, 860, 2027, 514, 1513, 86213.9, 11874.1, 15.5098, 58, 0, 1, 58, 4,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetLeftEigenvector
697, 71, 107.928, 676166, 0.107569, 0.00926548, 961, 1253, 344, 909, 37564.8, 6265, 11.6096, 32, 0, 1, 32, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetLeftStartVector
698, 49, 72.875, 42486.1, 0.109777, 0.0137221, 186, 583, 168, 415, 2360.34, 583, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetMonitorContext
699, 243, 395.103, 6.26965e+06, 0.0293839, 0.00253099, 3836, 4587, 1572, 3015, 348314, 15868.4, 11.6096, 11, 0, 1, 11, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetNewShiftValue
700, 65, 83.8097, 326187, 0.138524, 0.0119318, 514, 973, 278, 695, 18121.5, 3892, 11.6096, 16, 0, 1, 16, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetOperators
701, 52, 82.75, 127196, 0.0966767, 0.0120846, 294, 662, 186, 476, 7066.47, 1537.12, 8, 5, 1, 1, 4, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetOptionsPrefix
702, 51, 79.25, 50244.5, 0.100946, 0.0126183, 218, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetProblemType
703, 51, 79.25, 50244.5, 0.100946, 0.0126183, 212, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetPurify
704, 60, 113.75, 371088, 0.0703297, 0.00879121, 586, 910, 256, 654, 20616, 3262.32, 8, 12, 1, 1, 11, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetRG
705, 60, 113.75, 394109, 0.0703297, 0.00879121, 586, 910, 256, 654, 21894.9, 3464.69, 8, 14, 3, 1, 11, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetST
706, 86, 144.449, 1.34555e+06, 0.0803719, 0.00692286, 1451, 1677, 462, 1215, 74752.7, 9315.05, 11.6096, 47, 1, 1, 46, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetStartVector
707, 51, 79.25, 50244.5, 0.100946, 0.0126183, 204, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetStoppingTest
708, 51, 79.25, 50244.5, 0.100946, 0.0126183, 216, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetTarget
709, 51, 51.5951, 48984, 0.225015, 0.0193817, 241, 599, 174, 425, 2721.33, 949.393, 11.6096, 3, 0, 1, 3, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetTolerances
710, 51, 79.25, 50244.5, 0.100946, 0.0126183, 222, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetTrackAll
711, 51, 79.25, 50244.5, 0.100946, 0.0126183, 222, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetTrueResidual
712, 51, 79.25, 50244.5, 0.100946, 0.0126183, 222, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetTwoSided
713, 51, 79.25, 50244.5, 0.100946, 0.0126183, 216, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetType
714, 51, 79.25, 50244.5, 0.100946, 0.0126183, 212, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSGetWhichEigenpairs
715, 51, 79.25, 50244.5, 0.100946, 0.0126183, 211, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSIsGeneralized
716, 51, 79.25, 50244.5, 0.100946, 0.0126183, 207, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSIsHermitian
717, 51, 79.25, 50244.5, 0.100946, 0.0126183, 205, 634, 179, 455, 2791.36, 634, 8, 2, 0, 1, 2, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSIsPositive
718, 56, 98.375, 245419, 0.0813215, 0.0101652, 301, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDGetBOrth
719, 56, 98.375, 245419, 0.0813215, 0.0101652, 318, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDGetBlockSize
720, 56, 98.375, 245419, 0.0813215, 0.0101652, 336, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDGetConstCorrectionTol
721, 45, 54.375, 37489.3, 0.147126, 0.0183908, 213, 435, 137, 298, 2082.74, 689.459, 8, 3, 0, 1, 3, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDGetConstCorrectionTol_JD
722, 56, 98.375, 245419, 0.0813215, 0.0101652, 291, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDGetFix
723, 44, 53.875, 36803, 0.148492, 0.0185615, 174, 431, 136, 295, 2044.61, 683.119, 8, 3, 0, 1, 3, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDGetFix_JD
724, 56, 98.375, 245419, 0.0813215, 0.0101652, 328, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDGetInitialSize
725, 56, 98.375, 245419, 0.0813215, 0.0101652, 331, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDGetKrylovStart
726, 54, 63.654, 156265, 0.182387, 0.0157099, 299, 739, 208, 531, 8681.36, 2454.9, 11.6096, 10, 0, 1, 10, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDGetRestart
727, 61, 130.25, 672386, 0.0614203, 0.00767754, 313, 1042, 296, 746, 37354.8, 5162.27, 8, 31, 0, 1, 31, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDSetBOrth
728, 61, 130.25, 672386, 0.0614203, 0.00767754, 330, 1042, 296, 746, 37354.8, 5162.27, 8, 31, 0, 1, 31, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDSetBlockSize
729, 61, 130.25, 672386, 0.0614203, 0.00767754, 348, 1042, 296, 746, 37354.8, 5162.27, 8, 31, 0, 1, 31, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDSetConstCorrectionTol
730, 45, 54.125, 37145.4, 0.147806, 0.0184758, 211, 433, 136, 297, 2063.63, 686.289, 8, 3, 0, 1, 3, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDSetConstCorrectionTol_JD
731, 63, 133.25, 710222, 0.0600375, 0.00750469, 303, 1066, 305, 761, 39456.8, 5330, 8, 32, 1, 1, 31, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDSetFix
732, 47, 58.875, 43951.2, 0.135881, 0.0169851, 341, 471, 147, 324, 2441.73, 746.517, 8, 3, 0, 1, 3, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDSetFix_JD
733, 61, 130.25, 672386, 0.0614203, 0.00767754, 340, 1042, 296, 746, 37354.8, 5162.27, 8, 31, 0, 1, 31, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDSetInitialSize
734, 61, 130.25, 701665, 0.0614203, 0.00767754, 343, 1042, 296, 746, 38981.4, 5387.06, 8, 36, 5, 1, 31, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDSetKrylovStart
735, 68, 118.264, 934457, 0.0981673, 0.00845567, 388, 1373, 388, 985, 51914.3, 7901.46, 11.6096, 54, 0, 1, 54, 3,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSJDSetRestart
736, 346, 154.82, 5.42027e+06, 0.214567, 0.00645913, 3518, 5143, 1532, 3611, 301126, 35010.2, 33.2193, 112, 12, 1, 100, 8,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSKrylovConvergence
737, 63, 25.2021, 79590.3, 1.13202, 0.0396792, 1176, 719, 220, 499, 4421.68, 3158.08, 28.5293, 21, 2, 1, 19, 7,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSKrylovConvergence_Filter
738, 309, 1039.62, 7.00656e+07, 0.00769508, 0.000961885, 4277, 8317, 2360, 5957, 3.89253e+06, 67395, 8, 275, 16, 1, 259, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSKrylovSchurGetChildEPS
739, 56, 98.375, 245419, 0.0813215, 0.0101652, 334, 787, 219, 568, 13634.4, 2494.73, 8, 9, 0, 1, 9, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSKrylovSchurGetDetectZeros
740, 44, 53.875, 36803, 0.148492, 0.0185615, 220, 431, 136, 295, 2044.61, 683.119, 8, 3, 0, 1, 3, 2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,EPSKrylovSchurGetDetectZeros_KrylovSchur
